Tarih,Hisse,Puan,RSI,Hacim Gücü,Trend,Aksiyon
2026-02-16,AHGAZ.IS,15.0,45.1,0.2,UP,⚪ İzle
2026-02-16,THYAO.IS,92.5,91.6,0.51,UP,🔴 Geri çekilme bekle
2026-02-16,AEFES.IS,90.8,90.6,0.45,UP,🔴 Geri çekilme bekle
2026-02-16,SISE.IS,86.1,87.4,0.51,UP,🔴 Geri çekilme bekle
2026-02-16,FROTO.IS,84.8,86.6,0.73,UP,🔴 Geri çekilme bekle
2026-02-16,VAKBN.IS,84.3,86.2,0.49,UP,🔴 Geri çekilme bekle
2026-02-16,ARCLK.IS,82.0,84.6,0.36,UP,🟠 Dikkatli al
2026-02-16,PGSUS.IS,79.2,82.8,0.89,UP,🟠 Dikkatli al
2026-02-16,MGROS.IS,78.9,82.6,0.48,UP,🟠 Dikkatli al
2026-02-16,BIMAS.IS,75.3,80.2,0.5,UP,🟠 Dikkatli al
2026-02-16,KCHOL.IS,70.4,77.0,0.58,UP,🟠 Dikkatli al
2026-02-16,ISCTR.IS,70.2,76.8,0.53,UP,🟠 Dikkatli al
2026-02-16,ENKAI.IS,66.2,74.2,0.47,UP,🟡 Alınabilir
2026-02-16,KRDMD.IS,64.9,73.3,0.62,UP,🟡 Alınabilir
2026-02-16,TOASO.IS,64.5,73.0,0.58,UP,🟡 Alınabilir
2026-02-16,TCELL.IS,64.0,72.7,0.65,UP,🟡 Alınabilir
2026-02-16,CCOLA.IS,62.2,71.5,0.44,UP,🟡 Alınabilir
2026-02-16,AGHOL.IS,61.4,70.9,0.51,UP,🟡 Alınabilir
2026-02-16,SASA.IS,61.4,67.6,3.32,DOWN,🔴 Alma
2026-02-16,ODAS.IS,61.2,70.8,0.44,UP,🟡 Alınabilir
2026-02-16,SAHOL.IS,59.9,69.9,0.63,UP,🟡 Alınabilir
2026-02-16,EREGL.IS,59.3,69.6,0.71,UP,🟡 Alınabilir
2026-02-16,YKBNK.IS,59.2,69.4,0.3,UP,🟡 Alınabilir
2026-02-16,OYAKC.IS,58.1,55.4,1.16,UP,🟢 En iyi alım bölgesi
2026-02-16,BRSAN.IS,57.7,68.5,0.63,UP,🟡 Alınabilir
2026-02-16,AKSA.IS,57.7,68.5,0.52,UP,🟡 Alınabilir
2026-02-16,ALARK.IS,57.3,68.2,0.5,UP,🟡 Alınabilir
2026-02-16,ASTOR.IS,56.6,67.7,0.58,UP,🟡 Alınabilir
2026-02-16,CIMSA.IS,54.9,66.6,0.91,UP,🟡 Alınabilir
2026-02-16,VESTL.IS,54.5,66.4,0.51,UP,🟡 Alınabilir
2026-02-16,PETKM.IS,54.0,66.0,0.69,UP,🟡 Alınabilir
2026-02-16,GUBRF.IS,53.7,65.8,0.42,UP,🟡 Alınabilir
2026-02-16,DOAS.IS,53.2,65.5,0.69,UP,🟡 Alınabilir
2026-02-16,GESAN.IS,52.7,65.1,0.67,UP,🟡 Alınabilir
2026-02-16,GARAN.IS,52.2,64.8,0.48,UP,🟢 En iyi alım bölgesi
2026-02-16,EKGYO.IS,51.4,64.3,0.83,UP,🟢 En iyi alım bölgesi
2026-02-16,AKBNK.IS,50.7,63.8,0.37,UP,🟢 En iyi alım bölgesi
2026-02-16,ULKER.IS,50.6,63.8,0.71,UP,🟢 En iyi alım bölgesi
2026-02-16,HEKTS.IS,48.5,62.4,0.66,UP,🟢 En iyi alım bölgesi
2026-02-16,DOHOL.IS,43.6,59.1,0.58,UP,🟢 En iyi alım bölgesi
2026-02-16,AKSEN.IS,34.9,53.3,0.69,UP,🟢 En iyi alım bölgesi
2026-02-16,ECILC.IS,30.0,48.0,0.35,UP,⚪ İzle
2026-02-16,SMRTG.IS,20.2,53.5,0.44,DOWN,🔴 Alma
2026-02-16,ASELS.IS,15.0,43.9,0.39,UP,⚪ İzle
2026-02-16,TUPRS.IS,15.0,48.6,0.58,UP,⚪ İzle
2026-02-16,AHGAZ.IS,15.0,43.6,0.29,UP,⚪ İzle
2026-02-16,THYAO.IS,92.4,91.6,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,AEFES.IS,90.8,90.5,0.46,UP,🔴 Geri çekilme bekle
2026-02-16,SISE.IS,86.2,87.5,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,FROTO.IS,84.9,86.6,0.74,UP,🔴 Geri çekilme bekle
2026-02-16,VAKBN.IS,84.1,86.1,0.5,UP,🔴 Geri çekilme bekle
2026-02-16,ARCLK.IS,82.0,84.7,0.37,UP,🟠 Dikkatli al
2026-02-16,PGSUS.IS,79.2,82.8,0.89,UP,🟠 Dikkatli al
2026-02-16,MGROS.IS,78.9,82.6,0.49,UP,🟠 Dikkatli al
2026-02-16,BIMAS.IS,75.1,80.1,0.51,UP,🟠 Dikkatli al
2026-02-16,KCHOL.IS,70.4,77.0,0.59,UP,🟠 Dikkatli al
2026-02-16,ISCTR.IS,70.1,76.8,0.53,UP,🟠 Dikkatli al
2026-02-16,ENKAI.IS,66.0,74.0,0.47,UP,🟡 Alınabilir
2026-02-16,KRDMD.IS,65.1,73.4,0.62,UP,🟡 Alınabilir
2026-02-16,TOASO.IS,64.4,72.9,0.59,UP,🟡 Alınabilir
2026-02-16,TCELL.IS,64.0,72.7,0.65,UP,🟡 Alınabilir
2026-02-16,SASA.IS,62.1,68.1,3.35,DOWN,🔴 Alma
2026-02-16,CCOLA.IS,62.1,71.4,0.45,UP,🟡 Alınabilir
2026-02-16,AGHOL.IS,61.3,70.9,0.52,UP,🟡 Alınabilir
2026-02-16,ODAS.IS,61.2,70.8,0.45,UP,🟡 Alınabilir
2026-02-16,SAHOL.IS,60.4,70.3,0.69,UP,🟡 Alınabilir
2026-02-16,EREGL.IS,59.5,69.6,0.72,UP,🟡 Alınabilir
2026-02-16,YKBNK.IS,59.0,69.4,0.3,UP,🟡 Alınabilir
2026-02-16,BRSAN.IS,58.1,68.8,0.64,UP,🟡 Alınabilir
2026-02-16,AKSA.IS,57.7,68.5,0.55,UP,🟡 Alınabilir
2026-02-16,OYAKC.IS,57.5,55.0,1.18,UP,🟢 En iyi alım bölgesi
2026-02-16,ALARK.IS,57.2,68.1,0.5,UP,🟡 Alınabilir
2026-02-16,ASTOR.IS,55.5,67.0,0.6,UP,🟡 Alınabilir
2026-02-16,CIMSA.IS,54.9,66.6,0.93,UP,🟡 Alınabilir
2026-02-16,DOAS.IS,54.6,66.4,0.8,UP,🟡 Alınabilir
2026-02-16,VESTL.IS,54.3,66.2,0.52,UP,🟡 Alınabilir
2026-02-16,PETKM.IS,53.9,66.0,0.7,UP,🟡 Alınabilir
2026-02-16,GUBRF.IS,53.4,65.6,0.43,UP,🟡 Alınabilir
2026-02-16,GESAN.IS,52.1,64.7,0.68,UP,🟢 En iyi alım bölgesi
2026-02-16,GARAN.IS,51.9,64.6,0.49,UP,🟢 En iyi alım bölgesi
2026-02-16,EKGYO.IS,51.2,64.1,0.84,UP,🟢 En iyi alım bölgesi
2026-02-16,AKBNK.IS,50.5,63.7,0.38,UP,🟢 En iyi alım bölgesi
2026-02-16,ULKER.IS,50.3,63.6,0.71,UP,🟢 En iyi alım bölgesi
2026-02-16,HEKTS.IS,47.9,62.0,0.67,UP,🟢 En iyi alım bölgesi
2026-02-16,DOHOL.IS,43.3,58.9,0.59,UP,🟢 En iyi alım bölgesi
2026-02-16,AKSEN.IS,34.5,53.0,0.69,UP,🟢 En iyi alım bölgesi
2026-02-16,ECILC.IS,30.0,48.0,0.35,UP,⚪ İzle
2026-02-16,SMRTG.IS,20.0,53.3,0.45,DOWN,🔴 Alma
2026-02-16,ASELS.IS,15.0,43.7,0.41,UP,⚪ İzle
2026-02-16,TUPRS.IS,15.0,48.5,0.59,UP,⚪ İzle
2026-02-16,AHGAZ.IS,15.0,43.7,0.29,UP,⚪ İzle
2026-02-16,THYAO.IS,92.4,91.6,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,AEFES.IS,90.7,90.5,0.47,UP,🔴 Geri çekilme bekle
2026-02-16,SISE.IS,86.1,87.4,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,FROTO.IS,84.7,86.4,0.77,UP,🔴 Geri çekilme bekle
2026-02-16,VAKBN.IS,84.0,86.0,0.5,UP,🔴 Geri çekilme bekle
2026-02-16,ARCLK.IS,82.0,84.6,0.37,UP,🟠 Dikkatli al
2026-02-16,PGSUS.IS,79.0,82.7,0.9,UP,🟠 Dikkatli al
2026-02-16,MGROS.IS,78.8,82.6,0.49,UP,🟠 Dikkatli al
2026-02-16,BIMAS.IS,75.0,80.0,0.52,UP,🟠 Dikkatli al
2026-02-16,KCHOL.IS,70.0,76.6,0.61,UP,🟠 Dikkatli al
2026-02-16,ISCTR.IS,69.9,76.6,0.54,UP,🟠 Dikkatli al
2026-02-16,ENKAI.IS,65.8,73.9,0.48,UP,🟡 Alınabilir
2026-02-16,KRDMD.IS,65.1,73.4,0.63,UP,🟡 Alınabilir
2026-02-16,TOASO.IS,64.1,72.8,0.59,UP,🟡 Alınabilir
2026-02-16,TCELL.IS,63.8,72.5,0.65,UP,🟡 Alınabilir
2026-02-16,SASA.IS,62.1,68.1,3.36,DOWN,🔴 Alma
2026-02-16,CCOLA.IS,61.8,71.2,0.45,UP,🟡 Alınabilir
2026-02-16,AGHOL.IS,61.3,70.9,0.52,UP,🟡 Alınabilir
2026-02-16,ODAS.IS,61.0,70.7,0.45,UP,🟡 Alınabilir
2026-02-16,SAHOL.IS,59.7,69.8,0.69,UP,🟡 Alınabilir
2026-02-16,EREGL.IS,59.3,69.6,0.72,UP,🟡 Alınabilir
2026-02-16,YKBNK.IS,58.9,69.3,0.3,UP,🟡 Alınabilir
2026-02-16,AKSA.IS,57.7,68.5,0.55,UP,🟡 Alınabilir
2026-02-16,BRSAN.IS,57.2,68.2,0.64,UP,🟡 Alınabilir
2026-02-16,ALARK.IS,57.0,68.0,0.5,UP,🟡 Alınabilir
2026-02-16,OYAKC.IS,57.0,54.7,1.18,UP,🟢 En iyi alım bölgesi
2026-02-16,CIMSA.IS,54.8,66.5,0.93,UP,🟡 Alınabilir
2026-02-16,ASTOR.IS,54.3,66.2,0.61,UP,🟡 Alınabilir
2026-02-16,DOAS.IS,54.3,66.2,0.83,UP,🟡 Alınabilir
2026-02-16,VESTL.IS,54.0,66.0,0.52,UP,🟡 Alınabilir
2026-02-16,PETKM.IS,53.7,65.8,0.71,UP,🟡 Alınabilir
2026-02-16,GUBRF.IS,53.1,65.4,0.44,UP,🟡 Alınabilir
2026-02-16,GARAN.IS,51.9,64.6,0.49,UP,🟢 En iyi alım bölgesi
2026-02-16,GESAN.IS,51.2,64.1,0.69,UP,🟢 En iyi alım bölgesi
2026-02-16,EKGYO.IS,51.1,64.0,0.84,UP,🟢 En iyi alım bölgesi
2026-02-16,AKBNK.IS,50.6,63.7,0.38,UP,🟢 En iyi alım bölgesi
2026-02-16,ULKER.IS,50.3,63.6,0.71,UP,🟢 En iyi alım bölgesi
2026-02-16,HEKTS.IS,47.9,62.0,0.68,UP,🟢 En iyi alım bölgesi
2026-02-16,DOHOL.IS,43.3,58.9,0.59,UP,🟢 En iyi alım bölgesi
2026-02-16,AKSEN.IS,34.7,53.1,0.69,UP,🟢 En iyi alım bölgesi
2026-02-16,ECILC.IS,30.0,47.9,0.35,UP,⚪ İzle
2026-02-16,SMRTG.IS,19.7,53.1,0.45,DOWN,🔴 Alma
2026-02-16,ASELS.IS,15.0,43.8,0.41,UP,⚪ İzle
2026-02-16,TUPRS.IS,15.0,48.5,0.59,UP,⚪ İzle
2026-02-16,AHGAZ.IS,15.0,43.7,0.29,UP,⚪ İzle
2026-02-16,THYAO.IS,92.5,91.6,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,AEFES.IS,90.7,90.5,0.47,UP,🔴 Geri çekilme bekle
2026-02-16,SISE.IS,86.1,87.4,0.52,UP,🔴 Geri çekilme bekle
2026-02-16,FROTO.IS,84.5,86.3,0.78,UP,🔴 Geri çekilme bekle
2026-02-16,VAKBN.IS,84.0,86.0,0.5,UP,🔴 Geri çekilme bekle
2026-02-16,ARCLK.IS,81.8,84.5,0.37,UP,🟠 Dikkatli al
2026-02-16,PGSUS.IS,79.2,82.8,0.9,UP,🟠 Dikkatli al
2026-02-16,MGROS.IS,78.8,82.6,0.5,UP,🟠 Dikkatli al
2026-02-16,BIMAS.IS,75.1,80.1,0.52,UP,🟠 Dikkatli al
2026-02-16,KCHOL.IS,70.0,76.7,0.62,UP,🟠 Dikkatli al
2026-02-16,ISCTR.IS,69.9,76.6,0.54,UP,🟠 Dikkatli al
2026-02-16,ENKAI.IS,65.7,73.8,0.48,UP,🟡 Alınabilir
2026-02-16,KRDMD.IS,65.0,73.3,0.63,UP,🟡 Alınabilir
2026-02-16,TCELL.IS,64.0,72.7,0.66,UP,🟡 Alınabilir
2026-02-16,TOASO.IS,64.0,72.7,0.6,UP,🟡 Alınabilir
2026-02-16,SASA.IS,62.1,68.1,3.36,DOWN,🔴 Alma
2026-02-16,CCOLA.IS,61.9,71.3,0.45,UP,🟡 Alınabilir
2026-02-16,AGHOL.IS,61.3,70.9,0.52,UP,🟡 Alınabilir
2026-02-16,ODAS.IS,60.9,70.6,0.45,UP,🟡 Alınabilir
2026-02-16,SAHOL.IS,60.0,70.0,0.7,UP,🟡 Alınabilir
2026-02-16,EREGL.IS,59.3,69.6,0.72,UP,🟡 Alınabilir
2026-02-16,YKBNK.IS,59.0,69.3,0.3,UP,🟡 Alınabilir
2026-02-16,BRSAN.IS,58.1,68.8,0.65,UP,🟡 Alınabilir
2026-02-16,ALARK.IS,57.0,68.0,0.51,UP,🟡 Alınabilir
2026-02-16,AKSA.IS,56.8,67.9,0.56,UP,🟡 Alınabilir
2026-02-16,OYAKC.IS,56.8,54.5,1.19,UP,🟢 En iyi alım bölgesi
2026-02-16,CIMSA.IS,54.6,66.4,0.93,UP,🟡 Alınabilir
2026-02-16,ASTOR.IS,54.0,66.0,0.62,UP,🟡 Alınabilir
2026-02-16,VESTL.IS,54.0,66.0,0.53,UP,🟡 Alınabilir
2026-02-16,PETKM.IS,53.9,66.0,0.71,UP,🟡 Alınabilir
2026-02-16,GUBRF.IS,53.1,65.4,0.44,UP,🟡 Alınabilir
2026-02-16,GARAN.IS,52.0,64.7,0.5,UP,🟢 En iyi alım bölgesi
2026-02-16,GESAN.IS,51.2,64.1,0.7,UP,🟢 En iyi alım bölgesi
2026-02-16,EKGYO.IS,51.1,64.0,0.84,UP,🟢 En iyi alım bölgesi
